algorithm,seed,x_0,x_1,x_2,x_3,x_4,x_5
idc_mo_starter,0,-4.7392025,0.533092201,4.34308338,5.34510088,2.97969174,0.287499994
idc_mo_starter,0,-4.04239082,0.53013885,4.35326147,5.30840206,3.25084782,0.287499994
idc_mo_starter,0,-4.2839303,0.531657219,4.34192085,5.22227955,3.49206686,0.287499994
idc_mo_starter,0,-3.41766119,0.530101657,4.34093571,4.97668457,2.73002338,0.287499994
idc_mo_starter,0,-4.86880732,0.530012488,4.36404371,5.3035984,2.90997338,0.287499994
idc_mo_starter,0,-4.880404,0.534598053,4.36042023,5.26762199,3.08654094,0.287499994
idc_mo_starter,0,-4.99031448,0.534267128,4.35225105,5.30112362,3.1246233,0.287499994
idc_mo_starter,0,-3.41076088,0.531601548,4.34136152,5.33699465,3.16496992,0.287499994
idc_mo_starter,0,-4.65982342,0.531393707,4.3545413,5.21449375,2.90654397,0.287499994
idc_mo_starter,0,-4.66285181,0.530533493,4.35926151,5.283113,3.12857366,0.287499994
idc_mo_starter,0,-4.56236649,0.53074646,4.34420013,5.2924962,3.36081529,0.287499994
idc_mo_starter,0,-4.94741631,0.530996978,4.34515953,5.13343668,3.6236527,0.287499994
idc_mo_starter,0,-4.52234268,0.530000091,4.35658121,5.22246885,3.47599149,0.287499994
idc_mo_starter,0,-4.70316744,0.530608892,4.36520433,5.28160763,3.62894726,0.287499994
idc_mo_starter,0,-4.79532003,0.532400787,4.34452772,5.32711029,3.3503468,0.287499994
idc_mo_starter,0,-4.40310669,0.530782223,4.3538146,5.20891237,3.57039571,0.287499994
idc_mo_starter,0,-4.65222549,0.531010747,4.34150791,5.19096613,3.50361466,0.287499994
idc_mo_starter,0,-4.60548687,0.535067976,4.34051037,5.28238201,3.15135264,0.287499994
idc_mo_starter,0,-4.17162991,0.532796502,4.34651899,5.3408637,3.09007525,0.287499994
idc_mo_starter,0,-4.80754328,0.530488908,4.35041952,5.32996559,3.17324686,0.287499994
idc_mo_starter,0,-4.12317896,0.533732951,4.34059334,5.321558,3.45707178,0.287499994
idc_mo_starter,0,-4.45905113,0.53154999,4.34579515,5.34575462,2.99352741,0.287499994
idc_mo_starter,0,-4.84399796,0.533596635,4.3509903,5.34228563,2.97328544,0.287499994
idc_mo_starter,0,-4.66525841,0.53402853,4.34244871,5.28889322,3.23005366,0.287499994
idc_mo_starter,0,-4.3303647,0.531714559,4.34922171,5.2878027,2.8076303,0.287499994
idc_mo_starter,0,-4.74958897,0.532545269,4.34179926,5.332757,2.93679714,0.287499994
idc_mo_starter,0,-4.98596191,0.531576037,4.36995745,5.32238197,2.82284784,0.287499994
idc_mo_starter,0,-4.96624327,0.532633364,4.34890318,5.34405375,3.51346064,0.287499994
idc_mo_starter,0,-4.60017347,0.530190766,4.3486104,5.32204533,2.99713969,0.287499994
idc_mo_starter,0,-4.58713913,0.53486675,4.34456444,5.29884195,2.93216586,0.287499994
idc_mo_starter,0,-4.84727001,0.530757129,4.3533597,5.26542568,3.13447475,0.287499994
idc_mo_starter,0,-4.6243434,0.530878425,4.34230757,5.11731768,3.11543798,0.287499994
idc_mo_starter,0,-4.92489767,0.532119751,4.34436703,5.25445271,3.25122356,0.287499994
idc_mo_starter,0,-4.63797379,0.531866848,4.3565321,5.27014875,2.88858795,0.287499994
idc_mo_starter,0,-4.83628416,0.530092239,4.37977314,5.32427979,2.89291859,0.287499994
idc_mo_starter,0,-4.71093321,0.530464709,4.3551178,5.32174635,3.57355094,0.287499994
idc_mo_starter,0,-4.70384455,0.532019317,4.3443079,5.21566486,3.54981542,0.287499994
idc_mo_starter,0,-4.46577978,0.531223834,4.37133789,5.34180212,3.60223532,0.287499994
idc_mo_starter,0,-4.96570253,0.531687975,4.37267208,5.32885695,3.24251962,0.287499994
idc_mo_starter,0,-3.76930141,0.533578396,4.34185934,5.31929255,3.39482951,0.287499994
idc_mo_starter,0,-4.58574295,0.53079164,4.34987497,5.28670835,3.04838276,0.287499994
idc_mo_starter,0,-4.94513845,0.53128469,4.34300232,5.23761177,2.84429193,0.287499994
idc_mo_starter,0,-4.38008928,0.531470716,4.3729248,5.34752941,2.74576139,0.287499994
idc_mo_starter,1,-2.91899109,0.538203597,4.36431694,5.12733078,2.73007178,0.287499994
idc_mo_starter,1,-3.66810894,0.533810437,4.3439908,5.34017086,3.52693176,0.287499994
idc_mo_starter,1,-4.59774113,0.531322241,4.34840488,5.34597588,3.05279231,0.287499994
idc_mo_starter,1,-4.23182344,0.531863391,4.3431015,5.30768871,2.86116219,0.287499994
idc_mo_starter,1,-4.02780867,0.531871974,4.35590172,5.34022713,2.98195434,0.287499994
idc_mo_starter,1,-4.76982498,0.536618948,4.34140921,5.29434013,2.82505488,0.287499994
idc_mo_starter,1,-4.99089813,0.531786323,4.34637976,5.14890862,3.48042274,0.287499994
idc_mo_starter,1,-4.28374577,0.543968678,4.38886309,5.17749548,2.73047495,0.287499994
idc_mo_starter,1,-4.33622217,0.536345184,4.34595823,5.21889877,2.73065424,0.287499994
idc_mo_starter,1,-4.6163187,0.530448794,4.3647933,5.31703234,3.24640894,0.287499994
idc_mo_starter,1,-4.93320513,0.530464053,4.34065866,5.14046955,2.74978971,0.287499994
idc_mo_starter,1,-4.7117486,0.53076905,4.35191345,5.19079161,3.51283765,0.287499994
idc_mo_starter,1,-4.95201302,0.534270465,4.34085941,5.20626545,2.97711182,0.287499994
idc_mo_starter,1,-4.82826757,0.532357097,4.34127903,5.28845596,3.01077247,0.287499994
idc_mo_starter,1,-4.00633526,0.530353665,4.36830807,5.31944847,3.52742553,0.287499994
idc_mo_starter,1,-4.46783447,0.539175451,4.34460783,5.34064388,2.8128953,0.287499994
idc_mo_starter,1,-4.60774469,0.53663969,4.34260178,5.33442163,3.63164473,0.287499994
idc_mo_starter,1,-4.62193823,0.530226469,4.3753376,5.30855751,3.04967761,0.287499994
idc_mo_starter,1,-4.39678955,0.530510604,4.36289072,5.31825733,2.78837705,0.287499994
idc_mo_starter,1,-4.10893869,0.530316353,4.34763479,5.25575113,3.11868954,0.287499994
idc_mo_starter,1,-3.92378688,0.53243494,4.35101604,5.32412624,3.56018734,0.287499994
idc_mo_starter,1,-4.97225761,0.53080833,4.36673784,5.29570961,3.23664141,0.287499994
idc_mo_starter,1,-4.84201717,0.530921519,4.34383583,5.29093266,2.91534495,0.287499994
idc_mo_starter,1,-4.23161983,0.538320422,4.42578745,5.23796701,2.7300427,0.287499994
idc_mo_starter,1,-4.23243809,0.53014636,4.36895227,5.33710146,2.90438032,0.287499994
idc_mo_starter,1,-4.38045597,0.531117678,4.34292173,5.3166604,2.83128643,0.287499994
idc_mo_starter,1,-4.62106133,0.532044709,4.35280371,5.28060055,3.44895983,0.287499994
idc_mo_starter,1,-4.95526266,0.531294525,4.36776257,5.31523228,3.27402449,0.287499994
idc_mo_starter,1,-4.51791573,0.530462205,4.3406496,5.27574158,3.5662179,0.287499994
idc_mo_starter,1,-4.91282654,0.530555367,4.35627842,5.26918983,3.11957049,0.287499994
idc_mo_starter,1,-4.27147961,0.531329095,4.34139395,5.28022861,3.15732384,0.287499994
idc_mo_starter,1,-4.7128458,0.538313508,4.3402586,5.30601692,2.77344537,0.287499994
idc_mo_starter,1,-4.9173255,0.533149719,4.3432188,5.32965136,3.33712673,0.287499994
idc_mo_starter,1,-4.41218424,0.531077743,4.36956215,5.33548403,2.73641515,0.287499994
idc_mo_starter,1,-4.79166937,0.530851305,4.348423,5.34794998,3.3451786,0.287499994
idc_mo_starter,1,-4.50909424,0.5382635,4.34492588,5.34153843,2.80133986,0.287499994
idc_mo_starter,1,-4.51297522,0.531768382,4.34014177,5.28800392,3.09508348,0.287499994
idc_mo_starter,1,-4.95642328,0.533301115,4.34230757,5.28611088,3.24842358,0.287499994
idc_mo_starter,1,-4.96496916,0.533591032,4.34055185,5.28706598,3.13416147,0.287499994
idc_mo_starter,1,-4.39507532,0.532364368,4.34598351,5.28110981,2.81870842,0.287499994
idc_mo_starter,1,-4.71911526,0.539177537,4.352736,5.27823448,2.73237562,0.287499994
idc_mo_starter,1,-4.85185051,0.530134618,4.36797333,5.2138176,3.62414598,0.287499994
idc_mo_starter,1,-4.84571934,0.530547261,4.34865093,5.31779099,3.17105937,0.287499994
idc_mo_starter,1,-4.46005774,0.535108745,4.34396219,5.32673311,3.21174788,0.287499994
idc_mo_starter,1,-4.74536514,0.531876683,4.36925554,5.33815622,2.77196789,0.287499994
idc_mo_starter,1,-4.52287912,0.532597065,4.34175587,5.24028444,3.30728245,0.287499994
idc_mo_starter,1,-3.23757362,0.53016305,4.34870577,5.27945423,3.63306785,0.287499994
idc_mo_starter,1,-4.9205451,0.53363812,4.34223127,5.25802565,2.98960614,0.287499994
idc_mo_starter,1,-4.7348814,0.53128618,4.3615818,5.28067589,2.96438122,0.287499994
idc_mo_starter,1,-3.72724867,0.533033192,4.34148264,5.3328166,3.44843626,0.287499994
idc_mo_starter,1,-4.38489962,0.531600654,4.3504076,5.31174088,3.48148632,0.287499994
idc_mo_starter,1,-4.73824644,0.532436132,4.35882187,5.34857321,3.40383959,0.287499994
idc_mo_starter,1,-3.95535707,0.533772528,4.34222269,5.33453131,3.51964164,0.287499994
idc_mo_starter,1,-4.98092175,0.530959547,4.34502649,5.28814936,3.57199001,0.287499994
idc_mo_starter,1,-4.95377827,0.536094368,4.34045744,5.33964729,3.50158048,0.287499994
idc_mo_starter,1,-4.84142733,0.531072557,4.35058165,5.22010756,3.52807403,0.287499994
idc_mo_starter,1,-4.65780163,0.530749619,4.36406136,5.34050226,3.22898364,0.287499994
idc_mo_starter,1,-4.28340054,0.530546904,4.34670448,5.2672677,2.82285762,0.287499994
idc_mo_starter,1,-4.28925228,0.53019309,4.3450861,5.24982738,2.96661663,0.287499994
idc_mo_starter,1,-4.71582365,0.531413496,4.35600185,5.26391602,2.774755,0.287499994
idc_mo_starter,1,-4.56889677,0.532516837,4.36221313,5.31261063,2.73979712,0.287499994
idc_mo_starter,1,-4.99849844,0.530178249,4.36209583,5.27327538,2.98216748,0.287499994
idc_mo_starter,1,-4.23018122,0.532143116,4.34608221,5.34396076,3.44972825,0.287499994
idc_mo_starter,1,-4.2920084,0.530705214,4.35478401,5.28671312,3.08404088,0.287499994
idc_mo_starter,1,-4.85489225,0.53146565,4.34679127,5.23946428,3.12361169,0.287499994
idc_mo_starter,1,-4.81620169,0.533119321,4.36421728,5.277421,2.80927563,0.287499994
idc_mo_starter,1,-3.95284009,0.531661451,4.34106159,5.30178022,2.88081956,0.287499994
idc_mo_starter,1,-3.93863201,0.530084312,4.3519206,5.34344101,3.12669468,0.287499994
idc_mo_starter,1,-3.45538139,0.536866665,4.54116392,4.95595646,2.73000503,0.287499994
idc_mo_starter,1,-4.17325306,0.530440629,4.34819365,5.33895683,2.84972286,0.287499994
idc_mo_starter,1,-4.4901619,0.53246516,4.35107994,5.29414749,2.87883592,0.287499994
idc_mo_starter,1,-4.198699,0.530875087,4.34049654,5.23632622,3.31639647,0.287499994
idc_mo_starter,1,-4.97860098,0.530056536,4.35510778,5.28959131,3.41388369,0.287499994
idc_mo_starter,1,-4.85305452,0.532767057,4.3678174,5.33189154,3.46736622,0.287499994
idc_mo_starter,1,-4.69647503,0.53068608,4.34361172,5.24389935,3.25586128,0.287499994
idc_mo_starter,1,-4.53074026,0.530372322,4.37063313,5.33584309,3.29479051,0.287499994
idc_mo_starter,1,-4.76562595,0.53073293,4.34312582,5.27481747,3.18076396,0.287499994
idc_mo_starter,1,-4.18189716,0.530057192,4.34925556,5.3360672,3.39214039,0.287499994
idc_mo_starter,1,-4.64043951,0.535591304,4.34158993,5.32548428,3.49636817,0.287499994
idc_mo_starter,1,-4.88936281,0.530103028,4.35911226,5.11446953,2.73422146,0.287499994
idc_mo_starter,1,-4.75235987,0.533386767,4.34200144,5.28400707,3.3360095,0.287499994
idc_mo_starter,1,-4.82381916,0.533475101,4.37048626,5.34300852,3.60744953,0.287499994
idc_mo_starter,1,-4.6507616,0.533928216,4.35093451,5.28829765,3.62089205,0.287499994
idc_mo_starter,1,-4.95774269,0.535542607,4.34020042,5.32788134,3.53940344,0.287499994
idc_mo_starter,1,-4.46629143,0.532289028,4.34689331,5.34395981,3.36437416,0.287499994
idc_mo_starter,1,-4.85809708,0.534427106,4.34360743,5.33506966,3.37144589,0.287499994
idc_mo_starter,1,-4.60888052,0.531274557,4.34782076,5.31432199,3.41972065,0.287499994
idc_mo_starter,1,-3.66394019,0.530102491,4.36103773,5.32960129,3.44380736,0.287499994
idc_mo_starter,1,-3.5564518,0.532608807,4.34161377,5.3488822,3.51351714,0.287499994
idc_mo_starter,2,-4.05388641,0.531137347,4.37857246,5.31335115,3.57874799,0.287499994
idc_mo_starter,2,-4.9262023,0.533473015,4.34469366,5.25865316,3.09595084,0.287499994
idc_mo_starter,2,-4.97911787,0.531619251,4.34685659,5.30969048,3.06525898,0.287499994
idc_mo_starter,2,-3.58724165,0.530883133,4.34345579,5.31600857,3.60107183,0.287499994
idc_mo_starter,2,-4.79349422,0.534606576,4.34817219,5.29919672,3.26120663,0.287499994
idc_mo_starter,2,-4.98515892,0.533181965,4.35554552,5.26750803,3.12039232,0.287499994
idc_mo_starter,2,-3.63093185,0.559498191,4.36882067,5.3196125,2.73013544,0.287499994
idc_mo_starter,2,-4.83658981,0.533209503,4.3469038,5.30354548,3.40736675,0.287499994
idc_mo_starter,2,-4.28771973,0.530440271,4.35281515,5.16411352,3.63832545,0.287499994
idc_mo_starter,2,-2.54308987,0.591479003,4.57906199,3.28860569,2.73000216,0.287499994
idc_mo_starter,2,-4.44905233,0.532206535,4.34170866,5.30960131,2.80983973,0.287499994
idc_mo_starter,2,-4.90900946,0.530105829,4.36877728,5.32866335,2.94875574,0.287499994
idc_mo_starter,2,-4.79488277,0.531090617,4.34620953,5.24576664,3.12140417,0.287499994
idc_mo_starter,2,-4.46928072,0.540557981,4.43879461,5.17206764,2.73001599,0.287499994
idc_mo_starter,2,-3.67262793,0.548978269,4.47201204,5.03639078,2.7300055,0.287499994
idc_mo_starter,2,-4.27910805,0.533883691,4.34496927,5.33782721,2.98444986,0.287499994
idc_mo_starter,2,-3.82918382,0.542990208,4.35311317,5.30466843,2.73071957,0.287499994
idc_mo_starter,2,-4.78931713,0.543490708,4.35622168,5.28006315,2.73107553,0.287499994
idc_mo_starter,2,-4.88288212,0.534823477,4.34075451,5.32379246,3.19385529,0.287499994
idc_mo_starter,2,-4.80179453,0.530579567,4.36113262,5.15736675,3.57477736,0.287499994
idc_mo_starter,2,-4.93756628,0.534042478,4.3555007,5.22454643,2.73717785,0.287499994
idc_mo_starter,2,-4.80922556,0.530635655,4.34863043,5.30836153,3.02813816,0.287499994
idc_mo_starter,2,-4.28404236,0.530393243,4.34273863,5.29418087,3.32461405,0.287499994
idc_mo_starter,2,-4.25636196,0.530605495,4.34975052,5.34883404,2.88632965,0.287499994
idc_mo_starter,2,-4.81905937,0.530216277,4.37671757,5.30718613,3.39746666,0.287499994
idc_mo_starter,2,-4.47788239,0.534107089,4.34876871,5.31701565,3.22345209,0.287499994
idc_mo_starter,2,-4.66358376,0.530029178,4.34831047,5.29166412,3.18442154,0.287499994
idc_mo_starter,2,-4.71126652,0.531758249,4.35388899,5.25669146,3.27573156,0.287499994
idc_mo_starter,2,-4.83530188,0.531040907,4.34187603,5.33637524,3.4125793,0.287499994
idc_mo_starter,2,-4.85131025,0.531052351,4.36317873,5.32391834,3.20385218,0.287499994
idc_mo_starter,2,-4.7850194,0.530222118,4.34564877,5.13092184,3.11727262,0.287499994
idc_mo_starter,2,-4.70983934,0.530141413,4.37502289,5.28647709,2.74140596,0.287499994
idc_mo_starter,2,-4.4327302,0.531031609,4.3442874,5.28303814,3.05830169,0.287499994
idc_mo_starter,2,-4.73952103,0.531389236,4.36514616,5.33589458,3.58266377,0.287499994
idc_mo_starter,2,-4.54360247,0.530128658,4.35700941,5.2482481,3.10845661,0.287499994
idc_mo_starter,2,-4.36249304,0.530053437,4.3543849,5.34964275,3.28634381,0.287499994
idc_mo_starter,2,-4.59141397,0.536778033,4.34452724,5.31603241,3.24799442,0.287499994
idc_mo_starter,2,-4.86858368,0.530497968,4.35651588,5.23972034,3.50606751,0.287499994
idc_mo_starter,2,-4.25769472,0.53325063,4.3533206,5.34025812,3.32406783,0.287499994
idc_mo_starter,2,-4.45111656,0.531442046,4.34479189,5.32595015,3.52121329,0.287499994
idc_mo_starter,2,-4.00327921,0.533409297,4.38435125,5.27235794,2.73048663,0.287499994
idc_mo_starter,2,-4.98282957,0.530756831,4.36986446,5.33271551,3.16297388,0.287499994
idc_mo_starter,2,-3.42526078,0.533991814,4.34520149,5.31833792,2.73145413,0.287499994
idc_mo_starter,2,-4.10537672,0.530251861,4.3440361,5.29228878,3.34676623,0.287499994
idc_mo_starter,2,-4.832829,0.531878352,4.34274673,5.29400253,3.16713428,0.287499994
idc_mo_starter,2,-4.42282343,0.533115149,4.34472847,5.28443432,2.80384684,0.287499994
idc_mo_starter,2,-4.87227011,0.537378609,4.34393167,5.30696869,2.98236918,0.287499994
idc_mo_starter,2,-4.56480312,0.531667829,4.35769224,5.09084082,2.73099518,0.287499994
idc_mo_starter,2,-4.18301964,0.531609237,4.34040403,5.284338,2.93222952,0.287499994
idc_mo_starter,2,-3.24218178,0.530258775,4.35085773,5.34084749,3.36663604,0.287499994
idc_mo_starter,2,-2.4567132,0.540953457,4.36665726,5.26228714,2.73015833,0.287499994
idc_mo_starter,2,-4.69269609,0.530059755,4.38231993,5.2694416,2.73356342,0.287499994
idc_mo_starter,2,-4.75381947,0.535097837,4.34180975,5.28176689,2.96992803,0.287499994
idc_mo_starter,2,-4.94957829,0.535377622,4.34305716,5.34965229,3.34631944,0.287499994
idc_mo_starter,2,-4.96385956,0.534677505,4.34410191,5.31006527,2.76382565,0.287499994
idc_mo_starter,2,-4.8333807,0.532547235,4.34990788,5.2688055,3.27985072,0.287499994
idc_mo_starter,2,-4.45315981,0.530714452,4.36632061,5.25506163,3.24766946,0.287499994
idc_mo_starter,2,-3.89612246,0.532930851,4.34449959,5.32476521,3.32199574,0.287499994
idc_mo_starter,2,-4.6631732,0.530513287,4.36622858,5.31020164,3.61362481,0.287499994
idc_mo_starter,2,-4.4321804,0.532889128,4.34799814,5.33186865,3.46013498,0.287499994
idc_mo_starter,2,-4.49361706,0.532290518,4.35669041,5.32604885,2.92728543,0.287499994
idc_mo_starter,2,-4.72696638,0.530419052,4.37905598,5.33114243,3.14690042,0.287499994
idc_mo_starter,2,-4.7887764,0.530023038,4.36006451,5.34844112,2.86094594,0.287499994
idc_mo_starter,2,-4.8587079,0.534456015,4.34108305,5.27841806,2.81525087,0.287499994
idc_mo_starter,2,-4.78794575,0.531288624,4.37235737,5.34509468,3.51032734,0.287499994
idc_mo_starter,2,-4.03258848,0.534847558,4.34276581,5.33775139,3.2745223,0.287499994
idc_mo_starter,2,-4.92086887,0.532072008,4.34221125,5.26490211,3.48678493,0.287499994
idc_mo_starter,2,-3.52896214,0.530922651,4.34352207,5.33248711,3.47343516,0.287499994
idc_mo_starter,2,-4.63770056,0.532248974,4.35546398,5.34758425,3.38060164,0.287499994
idc_mo_starter,2,-4.65931129,0.530127227,4.35268784,5.28367424,3.46223545,0.287499994
idc_mo_starter,2,-4.70555019,0.533439517,4.34084272,5.3171978,3.32910919,0.287499994
idc_mo_starter,2,-4.78878832,0.530983806,4.36077499,5.31082439,3.34086084,0.287499994
idc_mo_starter,2,-4.88373184,0.532326996,4.34490681,5.31446838,3.53282928,0.287499994
idc_mo_starter,2,-4.82485294,0.532165289,4.36110401,5.31150532,3.31407022,0.287499994
idc_mo_starter,2,-4.98999548,0.537450731,4.3431735,5.28230953,2.96952391,0.287499994
idc_mo_starter,2,-4.80282211,0.534080863,4.34288931,5.31462955,2.93519068,0.287499994
idc_mo_starter,2,-4.47774696,0.53344959,4.35309553,5.28617477,3.24248528,0.287499994
idc_mo_starter,2,-4.20085239,0.53200233,4.34551525,5.31639576,3.13247776,0.287499994
idc_mo_starter,2,-4.63442183,0.531225026,4.34048414,5.31459141,3.01405716,0.287499994
idc_mo_starter,2,-3.58752322,0.530552566,4.34152269,5.30845499,2.74254823,0.287499994
idc_mo_starter,2,-4.83454847,0.539213419,4.344841,5.34147596,2.79608512,0.287499994
idc_mo_starter,2,-4.25586605,0.533157408,4.34468412,5.29641008,2.83688688,0.287499994
idc_mo_starter,2,-4.93060589,0.530434549,4.36084557,5.20363951,2.85937405,0.287499994
idc_mo_starter,2,-4.06950855,0.531471372,4.34292364,5.24326468,2.9233408,0.287499994
idc_mo_starter,3,-4.49064684,0.533759058,4.34388208,5.31832027,3.5566206,0.287499994
idc_mo_starter,3,-4.54221201,0.532972872,4.35791159,5.31924343,3.39963293,0.287499994
idc_mo_starter,3,-4.84803677,0.538583636,4.34565067,5.29626274,2.93520403,0.287499994
idc_mo_starter,3,-4.46200752,0.534094095,4.358953,5.34504986,2.9888823,0.287499994
idc_mo_starter,3,-4.25025845,0.541411102,4.53903675,4.71202517,2.73001075,0.287499994
idc_mo_starter,3,-4.09092569,0.531591177,4.37510204,5.31847048,3.6230588,0.287499994
idc_mo_starter,3,-4.86093521,0.530764341,4.35419035,5.23045444,3.07734442,0.287499994
idc_mo_starter,3,-4.09711599,0.533179939,4.35277557,5.04683876,2.73012209,0.287499994
idc_mo_starter,3,-4.53434086,0.53394711,4.35215044,5.33061934,3.39262128,0.287499994
idc_mo_starter,3,-4.81633902,0.532278895,4.34151745,5.32058239,3.14931297,0.287499994
idc_mo_starter,3,-4.71762085,0.530840218,4.36045933,5.33765554,3.40105724,0.287499994
idc_mo_starter,3,-4.21827364,0.532846749,4.34497643,5.34157848,3.12789106,0.287499994
idc_mo_starter,3,-4.58306932,0.530351102,4.36625481,5.28340387,2.97160554,0.287499994
idc_mo_starter,3,-4.83082962,0.530108273,4.34113693,5.31652737,3.20067072,0.287499994
idc_mo_starter,3,-4.54105377,0.533574224,4.34527826,5.30885077,3.59422469,0.287499994
idc_mo_starter,3,-4.93385887,0.530945241,4.34100294,5.23876953,3.13864303,0.287499994
idc_mo_starter,3,-3.89707041,0.530871809,4.34384251,5.30953836,2.96025085,0.287499994
idc_mo_starter,3,-4.76187849,0.531496942,4.35423946,5.18335056,3.35027575,0.287499994
idc_mo_starter,3,-3.99642754,0.534000635,4.35855865,5.20738792,2.73126864,0.287499994
idc_mo_starter,3,-4.80066872,0.533705294,4.35039663,5.2127161,2.92842031,0.287499994
idc_mo_starter,3,-3.48084116,0.53524226,4.54597616,4.82500935,2.73001671,0.287499994
idc_mo_starter,3,-4.92439461,0.531494856,4.34528208,5.16762877,3.07414103,0.287499994
idc_mo_starter,3,-4.54582214,0.533862472,4.34344673,5.30919409,2.88373399,0.287499994
idc_mo_starter,3,-4.1434145,0.53106451,4.35981274,5.30335236,3.46763563,0.287499994
idc_mo_starter,3,-2.75151134,0.539179027,4.41571617,4.61429787,2.73002553,0.287499994
idc_mo_starter,3,-4.43155384,0.530144513,4.35501909,5.33560228,3.35843515,0.287499994
idc_mo_starter,3,-4.80834723,0.53325212,4.34913826,5.33188534,3.47199225,0.287499994
idc_mo_starter,3,-4.94404411,0.532805502,4.36571598,5.33229399,3.28691435,0.287499994
idc_mo_starter,3,-4.91774464,0.532880247,4.35090351,5.28461409,3.44126987,0.287499994
idc_mo_starter,3,-4.99301147,0.53119272,4.36373377,5.29871845,3.42373657,0.287499994
idc_mo_starter,3,-4.72183084,0.532267272,4.36902189,5.34013224,2.97523451,0.287499994
idc_mo_starter,3,-4.75238991,0.54274869,4.48771191,4.87513113,2.73011756,0.287499994
idc_mo_starter,3,-4.69913483,0.532606244,4.34145546,5.15336084,2.92013717,0.287499994
idc_mo_starter,3,-4.47811508,0.531723082,4.34857464,5.26112795,3.49105811,0.287499994
idc_mo_starter,3,-4.96525908,0.533562303,4.34138584,5.32586908,3.42505217,0.287499994
idc_mo_starter,3,-4.68788958,0.530225098,4.36112499,5.30274439,3.0485642,0.287499994
idc_mo_starter,3,-4.94957352,0.531229317,4.34117985,5.34950686,3.00334215,0.287499994
idc_mo_starter,3,-4.77088594,0.531227946,4.35449982,5.31861591,3.50883865,0.287499994
idc_mo_starter,3,-4.70672607,0.532023787,4.36816788,5.28085423,3.28223705,0.287499994
idc_mo_starter,3,-4.70369768,0.530785143,4.37864351,5.33972216,3.35143065,0.287499994
idc_mo_starter,3,-3.58094382,0.531637847,4.3556819,5.3178544,3.5556488,0.287499994
