algorithm,seed,F_0,F_1,x_0,x_1,x_2,x_3,x_4,x_5
nsga2,42,8.3640810223951,-0.39703914304769317,-4.996761688232015,0.5999975911004738,4.340002755429261,5.349736203080543,3.639958739605539,0.39703914304769317
nsga2,42,4.3245746259485145,-0.3670534245026557,-4.999928367889476,0.5300014008160425,4.340001106336705,5.349926469255093,3.6386917465886413,0.3670534245026557
nsga2,42,20.907555838930904,-0.43943665013937644,-4.991055939056467,0.5998337809924725,4.340001581704088,5.349997305384943,3.6395135109238232,0.43943665013937644
nsga2,42,6.914879688734445,-0.387435585947096,-4.999876519525701,0.5999994264873391,4.340007752375362,5.349999102862688,3.639955567422605,0.387435585947096
nsga2,42,-1.8692132770756889,-0.17361176460223002,-4.999911222668543,0.5300643485774502,4.340000610246504,5.349999998297105,3.639801127835578,0.17361176460223002
nsga2,42,1.648836871921203,-0.3260305142024154,-4.999815246182136,0.530000769057568,4.340000674088932,5.349995883150231,3.63999967391262,0.3260305142024154
nsga2,42,4.103233908212254,-0.36449387370813013,-4.991055794798013,0.5349473588462481,4.340063497005606,5.349926286437998,3.639992891695282,0.36449387370813013
nsga2,42,3.6359330840365756,-0.3595576168240198,-4.896589570796837,0.5300304825413664,4.340011737166989,5.3499995152896105,3.639999949429055,0.3595576168240198
nsga2,42,14.156838627983685,-0.4213499884873058,-4.999520423482195,0.5997209371946796,4.3505262876077335,5.349957338992853,3.639976504916154,0.4213499884873058
nsga2,42,-1.2317561626567866,-0.20704003485260103,-4.999931468709325,0.5300023026331658,4.340010331609588,5.349997682009433,3.63998746214251,0.20704003485260103
nsga2,42,15.529909741552736,-0.42581329968793447,-4.998683222400528,0.5998479571289138,4.340067573822546,5.349917548926236,3.639989929016983,0.42581329968793447
nsga2,42,24.247747793057677,-0.44650284859119177,-4.999996528967351,0.5997663718115892,4.340000374372462,5.349873240597119,3.639999753720771,0.44650284859119177
nsga2,42,0.39057721810976354,-0.28318931568654815,-4.999515857818424,0.5300002859337718,4.370591786158346,5.349998144134083,3.6399998333247474,0.28318931568654815
nsga2,42,-1.3598858452232054,-0.20037095692332102,-4.9999314610226095,0.5300007213300137,4.340010331609588,5.349999133223207,3.6399998367376822,0.20037095692332102
nsga2,42,-2.1506689042188967,-0.15888709189551076,-4.999898066711914,0.5300048467132384,4.34000002727892,5.349993176817404,3.6399995134127736,0.15888709189551076
nsga2,42,10.774022534458313,-0.40911353716073623,-4.999361008898756,0.5999416245026548,4.340031117906263,5.349967111180013,3.6399968055001515,0.40911353716073623
nsga2,42,23.53377212817021,-0.44486742064197493,-4.99867609597095,0.5981107083165031,4.340038646757012,5.349991714568508,3.639365026919986,0.44486742064197493
nsga2,42,-0.5888545039223274,-0.23959003291079592,-4.902285963744561,0.5300744633308294,4.3402604446341275,5.34999992986748,3.6397062116413985,0.23959003291079592
nsga2,42,3.414358355287982,-0.3568845430223873,-4.999996538044427,0.5300124179233466,4.340000139970782,5.339353822661794,3.639999948945859,0.3568845430223873
nsga2,42,0.6692171229507551,-0.2960787315650439,-4.999432774848708,0.5300048563868732,4.340008722957099,5.3497375484644225,3.63998031353874,0.2960787315650439
nsga2,42,-0.8711109148517036,-0.2254935246506949,-4.999911603907102,0.5301372938831698,4.340000254543346,5.347503249460384,3.6399996196909754,0.2254935246506949
nsga2,42,13.494301952398672,-0.41941584940768434,-4.999387930044408,0.5997209371946796,4.340151075341811,5.348950668121863,3.6399979136295864,0.41941584940768434
nsga2,42,11.412650849931456,-0.4116509370367941,-4.999964540576983,0.5988459835264708,4.340000217009571,5.349999229956564,3.637860951451995,0.4116509370367941
nsga2,42,0.8332683815183852,-0.3019990674900973,-4.999898066711914,0.5300048467132384,4.340000030329087,5.349993176817404,3.6399689348649784,0.3019990674900973
nsga2,42,21.691683789429376,-0.4411633654401034,-4.992867523245338,0.5997863952969279,4.340470913428835,5.34989137235729,3.639999982363422,0.4411633654401034
nsga2,42,2.2386327090577858,-0.3387729447587492,-4.999998580147649,0.5300914654932758,4.340043987031733,5.349998185555084,3.639999989367676,0.3387729447587492
nsga2,42,1.104532051267297,-0.30949348545299965,-4.998630593174534,0.5300493856239484,4.3400016124459455,5.349941664451772,3.616431472530866,0.30949348545299965
nsga2,42,-0.24305784052595847,-0.25637637844349404,-4.999944043293141,0.530573953389195,4.340005771246326,5.349999954240739,3.639999191744563,0.25637637844349404
nsga2,42,-1.452566665647245,-0.19553067644051167,-4.99989091913203,0.5300013487995495,4.340001869383748,5.349999212965276,3.63998746214251,0.19553067644051167
nsga2,42,9.638414223106386,-0.40368028293254665,-4.943594832456809,0.599971195619255,4.345174956599322,5.349999016956589,3.6399892992245917,0.40368028293254665
nsga2,42,7.05767280925092,-0.3875513070755679,-4.994370524290043,0.5343249962877499,4.3400027371460865,5.3497275880605715,3.6399875713625263,0.3875513070755679
nsga2,42,0.5639409186792932,-0.2920719033050414,-4.99303998915972,0.5300023770248851,4.340008297164729,5.349977858353963,3.639954593942597,0.2920719033050414
nsga2,42,12.169487560235877,-0.414615382440751,-4.945169880856394,0.5992137343486138,4.340068042540534,5.349993685080738,3.639999525261543,0.414615382440751
nsga2,42,8.93671650772245,-0.4002459829454409,-4.99996253904295,0.5994516888390039,4.340004290671599,5.349990970873952,3.6399555014291702,0.4002459829454409
nsga2,42,-0.7015817490531902,-0.23411069180210592,-4.999938365277022,0.5300860593938274,4.340013041989346,5.349999841607687,3.639064816118036,0.23411069180210592
nsga2,42,11.623942955364571,-0.4124188980600667,-4.982963600905662,0.5994855700668639,4.340064156675706,5.335215181461675,3.6399996988658967,0.4124188980600667
nsga2,42,18.415870382559483,-0.43356222053531,-4.99932711790212,0.5998504482511625,4.340676687473389,5.34936562675403,3.639999603488978,0.43356222053531
nsga2,42,24.590825293628626,-0.4470407863818828,-4.9995123275635525,0.5984201038312293,4.3400180221179525,5.349891666813092,3.63997893990423,0.4470407863818828
nsga2,42,16.791189093504904,-0.4291090158500742,-4.999891250278237,0.5971114926555012,4.340000434729863,5.349999674712167,3.639908987157613,0.4291090158500742
nsga2,42,-0.35114411373449705,-0.2516560476290642,-4.999936822077449,0.530000033097967,4.340004709269813,5.349999922248079,3.6399991639396316,0.2516560476290642
nsga2,42,0.43473397057425167,-0.2867166312282444,-4.896067384661197,0.5300141429709025,4.3405017523198675,5.349994906471982,3.6399999626789663,0.2867166312282444
nsga2,42,1.501226009797291,-0.3221895700679591,-4.999997423060421,0.5302601759161759,4.3400019698286405,5.349999397042075,3.6399722592747934,0.3221895700679591
nsga2,42,-1.8775521290398274,-0.16554498789360947,-4.9912432162326965,0.5306055193867251,4.429321769079803,5.3499972081842895,3.6399999478107765,0.16554498789360947
nsga2,42,22.342138299023,-0.44234239606982517,-4.781765804167011,0.5999932389564244,4.340469416405469,5.349999698310917,3.63999994685626,0.44234239606982517
nsga2,42,21.382173169638694,-0.4403970258116687,-4.9999861182572785,0.5988950499310391,4.340732035477736,5.349891666813092,3.639978194123055,0.4403970258116687
nsga2,42,0.9815437241896987,-0.3053559767363716,-4.998630593174534,0.5300543872324268,4.3400016124459455,5.336967801762036,3.616431472530866,0.3053559767363716
nsga2,42,-0.7783602450778293,-0.23022050149645673,-4.999938365277022,0.5300860593938274,4.340013327191582,5.349999841607687,3.639064816118036,0.23022050149645673
nsga2,42,1.2377089955229046,-0.31494472026557413,-4.999995435480591,0.530090568099939,4.340000416668504,5.34999903770863,3.6399983270791263,0.31494472026557413
nsga2,42,1.9428396829314352,-0.33272821197938723,-4.99999428924928,0.5302118508686553,4.340001792225285,5.349999891467028,3.639999897571544,0.33272821197938723
nsga2,42,-2.669843243134226,-0.1310882134821682,-4.98314821176716,0.5304672358122,4.340043112550375,5.34999903770863,3.639990515486148,0.1310882134821682
nsga2,42,25.07792245157838,-0.4481442204891183,-4.999996528967351,0.5997663718115892,4.340000374372462,5.349873240597119,3.639999745318599,0.4481442204891183
nsga2,42,5.134955668207839,-0.374301618401055,-4.999966240807992,0.5300031979901465,4.340057480044827,5.34998842586327,3.6392697463791333,0.374301618401055
nsga2,42,22.997464056675604,-0.44393027750249775,-4.984809225650578,0.5997665256894535,4.340321445381045,5.349996700399081,3.639977126241956,0.44393027750249775
nsga2,42,10.183326497933564,-0.40638781318158773,-4.998852235325736,0.5998212012707732,4.340000467308354,5.342050216290379,3.6399985526369925,0.40638781318158773
nsga2,42,-2.0259111618320684,-0.16463668798188869,-4.892535784574238,0.5301186523370582,4.340000561922277,5.349936149246001,3.634878176420086,0.16463668798188869
nsga2,42,17.215793497591918,-0.43018088111689157,-4.9949638753304555,0.5965138951364172,4.340002371236653,5.349999232104138,3.639879279515357,0.43018088111689157
nsga2,42,-2.25169838875566,-0.15331445731624782,-4.9999615409345495,0.5302709453863157,4.340045735026972,5.349999758742383,3.639989906066806,0.15331445731624782
nsga2,42,19.61399252624291,-0.43648574275024093,-4.999979295773455,0.5998212012707732,4.340046905479817,5.349999659397005,3.639999631185249,0.43648574275024093
nsga2,42,13.860417315772821,-0.420641344833017,-4.9987173525485975,0.5996722965991839,4.340009517390382,5.349995162273786,3.6399875076116914,0.420641344833017
nsga2,42,1.9659203366996234,-0.33280017977608733,-4.861945892522371,0.5308721175303803,4.340001822742342,5.3499978432876665,3.6399760826480296,0.33280017977608733
nsga2,42,15.405252404936473,-0.42542543764810464,-4.984292051173796,0.5998517636833601,4.34031810105763,5.349969558931231,3.63997655352878,0.42542543764810464
nsga2,42,18.97661200909988,-0.43492724703606295,-4.998947256663398,0.5994894125792758,4.3400001546444145,5.349939186821414,3.6399997645955873,0.43492724703606295
nsga2,42,-2.572352808459689,-0.13662608835857254,-4.999788019255815,0.5300643485774502,4.3400270831060626,5.349999992472206,3.639801127835578,0.13662608835857254
nsga2,42,-2.2677962649894656,-0.15061267315809718,-4.996788911832291,0.5301507318704867,4.36439517687889,5.349999758742383,3.639989906066806,0.15061267315809718
nsga2,42,8.50721321082387,-0.39785738864120557,-4.999925426804317,0.5999758127950269,4.34071746492361,5.34999854267851,3.639991687316406,0.39785738864120557
nsga2,42,5.377008581420776,-0.3761670306757715,-4.999402974529651,0.5323324508780837,4.340001743969112,5.34999397681033,3.638720657187198,0.3761670306757715
nsga2,42,22.485090786155325,-0.44287052069632105,-4.9992582622816375,0.5997710457685597,4.340470913428835,5.349999698310917,3.639999982363422,0.44287052069632105
nsga2,42,2.470446460326393,-0.34273964885067665,-4.999387856445009,0.5300023770248851,4.340011712175473,5.324242722611457,3.639983969219467,0.34273964885067665
nsga2,42,9.697972804244182,-0.40403919502417485,-4.998534311459085,0.599971195619255,4.345174956599322,5.349999016956589,3.6399892992245917,0.40403919502417485
nsga2,42,-2.515782142257704,-0.1385552134626534,-4.999979679879789,0.5300048467132384,4.340000220931625,5.261324091455126,3.6399997628093317,0.1385552134626534
nsga2,42,19.51289841580352,-0.43624741114475074,-4.999979295773455,0.599828404841842,4.340046905479817,5.349999659397005,3.639999631185249,0.43624741114475074
nsga2,42,18.020359206520155,-0.43260308157509536,-4.999876519525701,0.5999986757675305,4.340007752375362,5.349999102862688,3.639954071074596,0.43260308157509536
nsga2,42,-2.3887148793449384,-0.14566582157308813,-4.994436202269098,0.5305762131994987,4.340000100180953,5.338993182685791,3.6399939379183985,0.14566582157308813
nsga2,42,-2.433763689116917,-0.1438967524868766,-4.999995435480591,0.5301016880283002,4.340045662589479,5.34999903770863,3.639990515486148,0.1438967524868766
nsga2,42,5.612881938984024,-0.37803207445400394,-4.999387856445009,0.5300021865969976,4.340001753849013,5.349999208597833,3.63999906813165,0.37803207445400394
nsga2,42,12.993476370169011,-0.41750827265622786,-4.999870277299277,0.5999906000711724,4.340040034223613,5.349998573077419,3.6316911466214084,0.41750827265622786
nsga2,42,-0.441284510485632,-0.24569203977359014,-4.999911671950859,0.530400523721811,4.347415458339281,5.297885555537008,3.639978517657331,0.24569203977359014
nsga2,42,-1.0072002059398226,-0.21861364130334632,-4.998192999464351,0.5300068155935731,4.340542646490508,5.349998168246406,3.639999985354119,0.21861364130334632
nsga2,42,-0.9877583525207871,-0.21966181812101293,-4.999875825019952,0.5300021512372051,4.340045662589479,5.34999903770863,3.6399998042080552,0.21966181812101293
nsga2,42,17.462145431184837,-0.43114714759953104,-4.999404605328708,0.5998181944076472,4.3400165786862015,5.349999724126324,3.6399808256808703,0.43114714759953104
nsga2,42,25.497221304656392,-0.4489591457264709,-4.999914541183512,0.5997663718115892,4.340000018794925,5.349873240597119,3.6399995043242126,0.4489591457264709
nsga2,42,-0.45749505068446084,-0.24443011958223324,-4.9999323992646865,0.5300105272748838,4.340000181472622,5.194071589370058,3.6391427107722887,0.24443011958223324
nsga2,42,17.798015533448776,-0.4318607248801515,-4.982963600905662,0.5999969368140395,4.340029483200242,5.335243688950303,3.6399996823234013,0.4318607248801515
nsga2,42,18.831023256247732,-0.434599514297284,-4.991055939056467,0.599850081178356,4.340001581704088,5.349997305384943,3.639996178697057,0.434599514297284
nsga2,42,12.586450451064117,-0.4158868357150908,-4.997918612626512,0.5948255450789923,4.340040034223613,5.349999971239713,3.6399983537828957,0.4158868357150908
nsga2,42,-1.1128576239279955,-0.212649729447042,-4.99964193846067,0.5305777668199188,4.340000366350435,5.349271157310586,3.639860907080663,0.212649729447042
nsga2,42,-2.6942402499865175,-0.12768166009989496,-4.999910862540828,0.5327193460335993,4.340323475446187,5.349999644990166,3.639994036635221,0.12768166009989496
nsga2,43,26.025466631641994,-0.45,-4.999996198828185,0.5999999772122269,4.3400000591661065,5.349985779700671,3.639999994729131,0.45
nsga2,43,-2.7949448465353175,-0.12500012870526178,-4.999997347067147,0.5300000047062289,4.340000000315132,5.349999922286877,3.6399999990766445,0.12500012870526178
nsga2,43,0.3114839436360235,-0.28188971129241064,-4.999995396557258,0.5300060182223274,4.3400003378174725,5.349995776521858,3.639999905594487,0.28188971129241064
nsga2,43,-0.09629954023515097,-0.2637828624500882,-4.999995396557258,0.5300060182223274,4.3400003378174725,5.349990901089159,3.639999905594487,0.2637828624500882
nsga2,43,-1.8163263104424416,-0.17644808207259957,-4.999248720636715,0.5300150394060027,4.340000148747188,5.3496774474742965,3.6399989088142126,0.17644808207259957
nsga2,43,1.5327243340228947,-0.32306391000503454,-4.9984735906833375,0.5300984832775681,4.340001778753689,5.3493418153602255,3.6399977845144114,0.32306391000503454
nsga2,43,18.55050596107266,-0.43391379788196593,-4.995985023343065,0.5998347044053641,4.34000115578221,5.349998961298771,3.6399999209818046,0.43391379788196593
nsga2,43,11.752380944816586,-0.41290852921816146,-4.9994475781352445,0.5976964561345233,4.342421908278368,5.349336116486737,3.6399978830030806,0.41290852921816146
nsga2,43,17.72088295518509,-0.43183679923219825,-4.999998554840224,0.5999883460646279,4.340000017168283,5.349996921980252,3.6399999332841206,0.43183679923219825
nsga2,43,21.770355419662877,-0.44137612768958606,-4.999995669840162,0.5999999772122269,4.340000312475865,5.349985779700671,3.639999994729131,0.44137612768958606
nsga2,43,3.5097326325728746,-0.35817766188813893,-4.9971555786295685,0.5300475561605267,4.340001069387883,5.349985933038361,3.6399970614868162,0.35817766188813893
nsga2,43,14.026822331458805,-0.42061973823993787,-4.996018754284565,0.5931908940674614,4.340822379685992,5.349686402650087,3.6399710155754965,0.42061973823993787
nsga2,43,20.97811487032056,-0.43961734812439646,-4.998384794109412,0.5998876244007254,4.34014521162481,5.349998899281212,3.639999973148214,0.43961734812439646
nsga2,43,0.9995823720185761,-0.30745393171039603,-4.930432224822741,0.5300370705935716,4.340001778753689,5.349312174998008,3.6399977845144114,0.30745393171039603
nsga2,43,14.861304372691018,-0.4237305187834317,-4.99999787780792,0.5987948656007834,4.3400000001058645,5.349999986437317,3.6399999641438003,0.4237305187834317
nsga2,43,-1.6662824169010708,-0.1843418546275781,-4.999995722812111,0.5300003555079306,4.340006327734335,5.349979653729414,3.639997721087477,0.1843418546275781
nsga2,43,24.597351869092467,-0.4472248487086402,-4.9999959329091705,0.5999999772122269,4.3400000591661065,5.349985779700671,3.6399999982136477,0.4472248487086402
nsga2,43,3.938164877294507,-0.3631107502807631,-4.997880392174779,0.530036173966918,4.340124926368443,5.349999753433985,3.639999976809603,0.3631107502807631
nsga2,43,-2.494843534183902,-0.1407805110904551,-4.998943043785112,0.530001608088505,4.340000010648744,5.3499997956016925,3.639999955540067,0.1407805110904551
nsga2,43,-0.6025000676181893,-0.23873929332663557,-4.999983880835352,0.5305212590524976,4.3405599694650485,5.349999451744992,3.6399977466646303,0.23873929332663557
nsga2,43,-2.3039804066846994,-0.15081600607001802,-4.999968082388974,0.5300012274849205,4.340002628215138,5.349302563853256,3.6399977910732675,0.15081600607001802
nsga2,43,-2.6219348333435697,-0.1337655250995302,-4.871312295439161,0.5300043339199213,4.340136415166366,5.34997922988419,3.6399998893198573,0.1337655250995302
nsga2,43,25.397458557031403,-0.4487302517577435,-4.94535495094279,0.5999994500245659,4.340000062353292,5.349985779700671,3.6399999796085374,0.4487302517577435
nsga2,43,5.8647157647130745,-0.37984812645755867,-4.999985605193817,0.5306704816618293,4.340000048144827,5.349996991947915,3.6399587881380717,0.37984812645755867
nsga2,43,-1.9576419981772357,-0.1662664247259184,-4.799798662448877,0.5302757130366701,4.340000148747188,5.190172707465606,3.6399972333703645,0.1662664247259184
nsga2,43,9.493600511325226,-0.4031262043850529,-4.999994150928509,0.599174297842583,4.340000189848775,5.349881106162967,3.639999520261639,0.4031262043850529
nsga2,43,1.8321023585995633,-0.33026019572087356,-4.999867435890326,0.5302625864049909,4.340001050076573,5.34999570363333,3.639999943053158,0.33026019572087356
nsga2,43,14.313005916816948,-0.42203262033546685,-4.999452953162973,0.5988608382994187,4.340000637180763,5.349999342838029,3.6399997550176195,0.42203262033546685
nsga2,43,11.099187142241144,-0.4104693024715898,-4.994958600883291,0.5996289975031961,4.340001064417832,5.349997524315389,3.639999697178847,0.4104693024715898
nsga2,43,4.349326365708001,-0.3672727345652504,-4.980652462910087,0.5307320390746467,4.34004670915253,5.349979615904973,3.639999738887277,0.3672727345652504
nsga2,43,-0.3214722689639409,-0.2502390571673411,-3.773005145024539,0.5300086845786818,4.340000343244525,5.349996199591363,3.6399997366529053,0.2502390571673411
nsga2,43,-2.1210585761632093,-0.1601623002173281,-4.883952556822333,0.530000762385151,4.340000730506023,5.349977013206169,3.6399965143406923,0.1601623002173281
nsga2,43,-1.462582350895337,-0.19500559295277858,-4.99996024854963,0.5300016904510824,4.340027198261527,5.3499997956016925,3.639994476001886,0.19500559295277858
nsga2,43,-2.4125122319877157,-0.14498035963719422,-4.998234568534506,0.5301376607198801,4.340002652579139,5.349985779700671,3.639999984780981,0.14498035963719422
nsga2,43,4.717537950070161,-0.3707165303247853,-4.980652462910087,0.530727304809853,4.34004670915253,5.349989956498123,3.6399998872894517,0.3707165303247853
nsga2,43,7.656557003900691,-0.3925761122771523,-4.999997342230817,0.5968907467547013,4.340000004591233,5.348317450227418,3.6399999781716157,0.3925761122771523
nsga2,43,0.8930083484240932,-0.30164579892527554,-4.99973783124212,0.534049606968435,4.340000182485652,5.349986739215125,3.638596999171192,0.30164579892527554
nsga2,43,2.7878723964447873,-0.34824222839707697,-4.999997936353381,0.5300336470833937,4.340000050960948,5.349988599245405,3.639999941703647,0.34824222839707697
nsga2,43,19.367236959015038,-0.4359172386706121,-4.998292703365638,0.5999998264998889,4.340000608481406,5.349998924096608,3.63999988907096,0.4359172386706121
nsga2,43,-0.28997740915445824,-0.2546071743431408,-4.999997642453655,0.5300086845786818,4.340000003403483,5.349985914879327,3.6399997366529053,0.2546071743431408
nsga2,43,-1.3237776276855087,-0.20225374586335665,-4.999997008591298,0.5300012274849205,4.340002581720653,5.349997558704575,3.639999992797343,0.20225374586335665
nsga2,43,20.08547318069956,-0.43758195863060273,-4.981973973679607,0.5999974088126051,4.340139183838622,5.3499988721357745,3.6399999889746475,0.43758195863060273
nsga2,43,-2.182581473562907,-0.15551305127080678,-4.974858493801096,0.531607169755229,4.340000730506023,5.349989446227112,3.6387337366577324,0.15551305127080678
nsga2,43,16.509250276968313,-0.428548212906789,-4.995985023343065,0.5993902416756395,4.34000115578221,5.349996036548461,3.639999857814495,0.428548212906789
nsga2,43,13.257547733289123,-0.41862680318834533,-4.998399246707432,0.5997547286861408,4.3400116881239486,5.349988607611627,3.6399965464059245,0.41862680318834533
nsga2,43,4.9445798303496264,-0.3727280812619198,-4.9983123803010026,0.530315872750088,4.340000004615042,5.349998964438012,3.6398011097085448,0.3727280812619198
nsga2,43,24.119771958183804,-0.44602362344885743,-4.997247358857876,0.5977201684583072,4.3400006172407934,5.349666477720946,3.6399961968506713,0.44602362344885743
nsga2,43,-2.6998669104516626,-0.12999985461989974,-4.999995097221525,0.5300000047062289,4.340000000315132,5.3499896005649,3.6399999990766445,0.12999985461989974
nsga2,43,22.902254549011097,-0.44377752640376866,-4.9974742503214244,0.5999861044715348,4.340000015374884,5.3499999067526645,3.6399994055150677,0.44377752640376866
nsga2,43,6.934989924318324,-0.38757435577853605,-4.989616296009528,0.5995208761074582,4.340000060949477,5.349976216765316,3.639995889707904,0.38757435577853605
nsga2,43,23.550333618575372,-0.4450094565058055,-4.999940847834249,0.5989613180862317,4.340002240688814,5.349998031362206,3.63999920476141,0.4450094565058055
nsga2,43,0.7759239056970415,-0.2980902714772409,-4.99971004050027,0.5300017578206173,4.340000088127486,5.349986440182575,3.61155536108641,0.2980902714772409
nsga2,43,0.40219571807323895,-0.28561845762288485,-4.999996441818687,0.5300518474501981,4.340006451849118,5.349997780605399,3.6399999977904614,0.28561845762288485
nsga2,43,20.641595837454954,-0.4388397977097642,-4.999940847834249,0.5996250033077726,4.340001786068269,5.349998031362206,3.63999920476141,0.4388397977097642
nsga2,43,1.266296433186998,-0.31580625228512466,-4.999999756143755,0.5300336470833937,4.340000050960948,5.349999757843314,3.639999976707632,0.31580625228512466
nsga2,43,-0.1724890987401082,-0.2602024689312052,-4.9971555786295685,0.5300089203610027,4.340001116744901,5.349985933038361,3.6399970614868162,0.2602024689312052
nsga2,43,10.111216750110277,-0.40575713913729927,-4.9987844608662755,0.5992194468075307,4.340000186635158,5.349719414583847,3.6276026952375586,0.40575713913729927
nsga2,43,1.1806923864857684,-0.3132744453882447,-4.999999756143755,0.5300336470833937,4.340000050960948,5.349988599245405,3.639999976707632,0.3132744453882447
nsga2,43,0.5147434485325348,-0.29016149875614783,-4.999995192499371,0.5300021844906968,4.3400008012307945,5.349447911573681,3.639971996747172,0.29016149875614783
nsga2,43,22.17821420900411,-0.44224160745923435,-4.989405844430224,0.5999986492982807,4.34000133708868,5.349998872371337,3.639999916537488,0.44224160745923435
nsga2,43,22.50553773659268,-0.44294866840110386,-4.9999752983794075,0.5999999772122269,4.340018449525518,5.349985779700671,3.639999994729131,0.44294866840110386
nsga2,43,9.898773089271549,-0.40508419760108094,-4.996077689863422,0.59889749052664,4.340001174932581,5.349883689740362,3.6399998443652253,0.40508419760108094
nsga2,43,-1.096770673959277,-0.21351219862231052,-4.997238064272033,0.5304261349443746,4.341584772255581,5.349802551066742,3.6399995281124213,0.21351219862231052
nsga2,43,2.463008464205396,-0.34276656697659535,-4.93280739649538,0.5300984832775681,4.340001778753689,5.349312174998008,3.6399977845144114,0.34276656697659535
nsga2,43,5.280062572249252,-0.3754778278072523,-4.9998993244198,0.530315872750088,4.340000299712319,5.349999436621486,3.639793265399324,0.3754778278072523
nsga2,43,8.614195938092736,-0.3984079383917993,-4.991735803550701,0.5981792303093799,4.340004134939816,5.349729069035764,3.639995597416761,0.3984079383917993
nsga2,43,18.95708628235738,-0.43493123097254077,-4.999994958317894,0.5999946426363206,4.340000034181571,5.34999203743089,3.6399999727572157,0.43493123097254077
nsga2,43,15.372986964154766,-0.4246474178989219,-4.9999456051718525,0.5918070155766426,4.340000269066551,5.3499998170222565,3.6399999714870237,0.4246474178989219
nsga2,43,2.050196612363008,-0.334994737292281,-4.970299147462491,0.5300528214258985,4.340000834702648,5.349983605372269,3.6399997902029124,0.334994737292281
nsga2,43,-1.4027439970728324,-0.1981348261683018,-4.999990771491868,0.5300012274849205,4.340000324490536,5.349994510944702,3.639999992797343,0.1981348261683018
nsga2,43,4.118031760303211,-0.3650071872878254,-4.997754878294279,0.5301293175584585,4.340125135461245,5.349999986531422,3.6399999977021316,0.3650071872878254
nsga2,43,16.98675773422326,-0.4298007728284049,-4.997113664334236,0.5993720609362522,4.341867618607565,5.349997653270427,3.6399994774545585,0.4298007728284049
nsga2,43,-1.5947671879431944,-0.18808748843149012,-4.998948336064931,0.530001608088505,4.340000005701291,5.3499997956016925,3.6399975673765943,0.18808748843149012
nsga2,43,7.350931315331166,-0.39057018230523555,-4.989616296009528,0.5995208761074582,4.340000060949477,5.349976216765316,3.639995889707904,0.39057018230523555
nsga2,43,2.1707696368893608,-0.33742533624548493,-4.97182913740689,0.5300528214258985,4.340000834702648,5.349993731246105,3.6399998991011793,0.33742533624548493
nsga2,43,23.309507313028877,-0.44456666517372373,-4.995780907560025,0.5994871852412372,4.340000024535883,5.349998571536417,3.639999800037473,0.44456666517372373
nsga2,43,9.079933313399016,-0.4009699181011903,-4.999996456615631,0.5984814976459137,4.340006186840688,5.349999764969293,3.639999947323175,0.4009699181011903
nsga2,43,-1.2208260364923529,-0.20758780125338114,-4.997897999363325,0.5300203793727004,4.3400001076493515,5.349985951864061,3.6399997586731603,0.20758780125338114
nsga2,43,-0.9439719660595571,-0.2209022572835742,-4.999983765709661,0.5310981937893234,4.340000288611135,5.349998932305215,3.6399996269322803,0.2209022572835742
nsga2,43,17.361001147223,-0.43082170115600366,-4.9999286093110795,0.5991642098458443,4.340000170910215,5.349994584188694,3.6399995337106335,0.43082170115600366
