measured,predicted
3.08999991,2.99435043
4.09000015,3.86164379
5.82000017,5.29217863
8.27999973,7.91734314
12.8000002,12.8647556
20.4099998,21.587719
32.3400002,34.553421
47.2900009,49.3284149
0.200000003,-0.11544323
0.379999995,0.330118179
0.639999986,0.774137497
0.970000029,1.22190571
1.36000001,1.68572712
1.98000002,2.19350147
2.91000009,2.80801916
4.3499999,3.66858196
5.78999996,5.07645702
8.03999996,7.64770699
12.1499996,12.490448
19.1800003,21.0600319
30.0900002,33.8987274
44.3800011,48.6890106
0.150000006,-0.358777046
0.319999993,0.0907487869
0.550000012,0.540050507
0.860000014,0.995978355
1.24000001,1.47421837
1.75999999,2.01040173
2.49000001,2.68434381
3.45000005,3.67212772
4.82999992,5.3499732
7.36999989,8.46603394
12.7600002,14.2809658
21.9899998,24.1773281
35.6399994,37.9983139
53.0699997,52.5460358
0.109999999,-0.114240646
0.239999995,0.332024574
0.49000001,0.777860641
0.790000021,1.22999668
1.27999997,1.70390415
1.96000004,2.2346983
2.88000011,2.90101576
4.13999987,3.8764472
5.96000004,5.53214979
9.06999969,8.6076479
14.9300003,14.3547363
24.1299992,24.1645279
38.1199989,37.9289551
55.4399986,52.4992142
0.0700000003,-0.285904884
0.180000007,0.162107468
0.400000006,0.608911514
0.699999988,1.06006241
1.13999999,1.52836418
1.83000004,2.04299355
2.76999998,2.66945553
4.11999989,3.55301237
5.40999985,5.00720263
7.86999989,7.67034149
12.71,12.6786747
21.0200005,21.4840088
34.5800018,34.518837
51.7700005,49.2982941
0.0799999982,-0.191048622
0.25999999,0.245452881
0.5,0.68133831
0.829999983,1.1230545
1.27999997,1.58533669
1.89999998,2.10161495
2.68000007,2.74681377
3.75999999,3.68645048
5.57000017,5.27537823
8.76000023,8.22497463
14.2399998,13.7570362
23.0499992,23.2868805
35.4599991,36.8627739
51.9900017,51.5042229
0.0799999982,-0.296562195
0.239999995,0.144902229
0.449999988,0.584849358
0.769999981,1.02858543
1.19000006,1.48831749
1.75999999,1.99181366
2.58999991,2.60147142
3.8499999,3.45575762
5.26999998,4.85419512
7.73999977,7.40964603
12.3999996,12.2261162
20.9099998,20.7591667
33.2299995,33.5665779
49.1399994,48.3555641
0.0799999982,-0.738861084
0.25,-0.300239563
0.460000008,0.138970375
0.75,0.586270332
1.11000001,1.05880642
1.57000005,1.59535313
2.17000008,2.28266716
2.98000002,3.31168556
4.42000008,5.08822441
7.84000015,8.41017914
14.1099997,14.5860023
24.1399994,24.9388905
37.9500008,39.0259399
55.1699982,53.3908691
0.100000001,-0.651823044
0.230000004,-0.199173927
0.469999999,0.254203796
0.75999999,0.716183662
1.14999998,1.20480824
1.64999998,1.76091003
2.27999997,2.47582245
3.08999991,3.55028534
4.40999985,5.40956593
7.51000023,8.88348866
13.7700005,15.3081932
23.9599991,25.9594326
37.3800011,40.2060547
56.4599991,54.4471474
0.0500000007,-1.18280983
0.170000002,-0.722391129
0.349999994,-0.260243416
0.629999995,0.212101936
1.00999999,0.714105606
1.42999995,1.28979015
2.04999995,2.03754711
2.73000002,3.17315102
3.86999989,5.15141726
7.19000006,8.8494072
13.96,15.6396599
25.1800003,26.7143726
41.3400002,41.1591339
62.4199982,55.1898079
0.0299999993,0.319158554
0.180000007,0.758914948
0.400000006,1.19699001
0.730000019,1.63871098
1.29999995,2.09641457
2.16000009,2.59808445
3.3499999,3.20664883
5.05999994,4.06172657
7.13999987,5.46521902
10.3599997,8.03434181
15.25,12.8786736
23.1499996,21.4534836
34.6199989,34.295536
51.5,49.0786171
0.0599999987,0.121831894
0.150000006,0.562688828
0.340000004,1.00133896
0.629999995,1.44216824
1.13,1.89538097
1.85000002,2.38421059
2.83999991,2.96103144
4.34000015,3.74249554
6.19999981,4.982759
8.61999989,7.21040916
12.4899998,11.4139214
20.4099998,19.0276413
32.4599991,30.9827309
50.9399986,45.6866035
0.159999996,-0.554224968
0.319999993,-0.103413582
0.589999974,0.348595619
0.920000017,0.810359001
1.37,1.30142689
1.94000006,1.8659935
2.61999989,2.60279417
3.70000005,3.72824717
5.44999981,5.69844055
9.44999981,9.39238739
16.3099995,16.1839981
27.3400002,27.2618217
41.7700005,41.6999283
60.8499985,55.7075996
0.0900000036,-0.701688766
0.239999995,-0.248233795
0.469999999,0.205352783
0.779999971,0.666118622
1.21000004,1.15027428
1.85000002,1.69455242
2.61999989,2.38127327
3.69000006,3.39191961
5.07000017,5.11347008
7.94999981,8.31239605
13.7299995,14.2675819
23.5499992,24.3417339
37.1399994,38.2737885
55.8699989,52.765934
0.00999999978,0.262835503
0.159999996,0.699282646
0.389999986,1.13339043
0.730000019,1.56982708
1.24000001,2.01936913
1.96000004,2.50651741
3.03999996,3.08644342
4.46000004,3.88183641
6.30999994,5.15947247
8.68000031,7.47167015
12.3900003,11.8407173
20.1399994,19.7122326
31.7700005,31.9195156
47.1300011,46.6637802
0.0399999991,-0.312109947
0.170000002,0.122191429
0.360000014,0.556019783
0.639999986,0.99448967
1.01999998,1.4495182
1.62,1.94820976
2.63000011,2.55157804
4.1500001,3.39512396
6,4.77230597
8.47000027,7.28494072
12.2700005,12.0226536
19.5900002,20.441124
30.4799995,33.1505432
46.6599998,47.9439392
